{'text': '漫步在这山间的小道上', 'predict': '关系名：Located'}
{'text': '慈母手中线,游子身上衣。', 'predict': "句子中的'游子'和'身'属于'Part-Whole'（部分-整体）关系。"}
{'text': '河边的水草里、稻田里时常见到水鸟的窝，水鸟的蛋，有时还有刚出壳的雏鸟。', 'predict': "'河边'属于'Located'关系，'雏鸟'属于'Part-Whole'关系。"}
{'text': '手拿着这封信，我想到许多', 'predict': 'Part-Whole（部分-整体）关系。因为“手”是“我”的一部分，“信”是整体中的一部分。'}
{'text': '它们经历千百年风刀沙斧的讨伐，有的头断臂折，有的皮撕肉裂，有的掏空胸腹', 'predict': 'Part-Whole（部分-整体）'}
{'text': '我常常与小伙伴们钻进苇丛挖甜甜的芦根，打鲜嫩的芦叶，用自制的芦枪打“游击战”，有时也用芦笛吹起一支支跑调的歌曲。', 'predict': "'我'属于'Social'关系，'芦笛'属于'Part-Whole'关系。"}
{'text': '太阳终于凑近了月亮的耳根，先是在说着悄悄话', 'predict': '句子中的\'月亮\'和\'耳根\'属于"Part-Whole"关系。'}
{'text': '眉山文化地理环境优势独特九天一出四川盆地，产生成都平原腹地。', 'predict': '\'四川盆地\'和\'成都平原\'属于"Located"（位于）关系。'}
{'text': '人人都有自己的梦想，有的想做医生，有的想做将军，有的想做科学家……而我的心里也一直有一个梦想：我要与爱同行', 'predict': '人人和将军都属于"General-Special"（一般特殊）关系。'}
{'text': '蚬肉具有很高的营养价值，它有清热润肺的功效，含有丰富蛋白质和各种维生素。有独特的淮河风味。特别是春天的淮河蚬肉更为鲜嫩可口。', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '我问鲁光，你是怎么从一个大记者、大作家又变成大画家的呢?鲁光说', 'predict': "'你'和'大画家'属于'Part-Whole'关系。"}
{'text': '倒在苦楝树下的瓦砾上。', 'predict': "根据句子的描述，'苦楝树下'和'瓦砾'之间是一个地点上的关系，属于'Located'关系。"}
{'text': '鱼米之乡(岷江、沱江、青衣江均在犍为郡)、佳茗之乡、美酒之乡(今酒城、酒都、茅台等均属犍为郡)、丝绸之乡、旅游之乡(峨眉山、瓦屋山、彭祖山等山川均在犍为郡)', 'predict': "'青衣江'和'犍为郡'属于关系名'鱼米之乡'。"}
{'text': '我们常吃的蔬菜是萝卜、白菜、豇豆、茄子、空心菜。', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '而猪的喊叫声越加高昂起来;屠夫用脚将接血的盆子往前一推', 'predict': "'屠夫'属于 'Located' 关系，'接血的盆子'属于 'Part-Whole' 关系。"}
{'text': '这时从路边小屋里走出来一个好心的大叔，他先把我领到家里给我吃了一个滚热的山芋', 'predict': "'一个'属于Part-Whole关系，'他'属于Social关系。"}
{'text': '而我，退休前也在工厂干了多年的职工教师，小弟在下乡插队时', 'predict': "'我'和'小弟'属于'Family'（家庭）关系。"}
{'text': '最终落脚上海，她一直陪伴在大姐毛彦文身边直至命运再次发生转折。', 'predict': '关系：Social'}
{'text': '效率极低;而现代的木工，是用电锯、电子、电钻等现代木工工具', 'predict': "'现代的木工'属于'General-Special'（一般-特殊）关系，'电钻'属于'Part-Whole'（部分-整体）关系。"}
{'text': '丈夫将王氏狠狠地揍了一顿。婆婆挨了揍出了丑，怀疑是蔡妮坏了自己的好事', 'predict': '家庭关系（Family）'}
{'text': '在紫竹院的筠石苑，“梦溪”', 'predict': "'紫竹院的筠石苑'和'紫竹院'属于'Located'关系。"}
{'text': '再加上湖畔一块块刻有佛像和经文的玛尼石，一条条迎风飘舞的蓝白红黄绿五色经幡', 'predict': '关系：Located'}
{'text': '犹似雪中山鹰在丛山密林中飞跃。', 'predict': "句子中的'雪中山鹰'和'丛山密林中'属于'Located'（位置）关系。"}
{'text': '听到他打呼噜，她就轻轻搡他一把，声音就会戛然而止', 'predict': "句子中的'他'和'声音'属于Part-Whole关系。"}
{'text': '外面下着雨，别人穿着雨靴、胶鞋去上学', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '我说锯镰刀是农民伯伯割谷子用的，弯弯的，有锯齿。', 'predict': 'Part-Whole。因为"锯镰刀"和"锯齿"是描述"农民伯伯割谷子用的"这个整体的一部分。'}
{'text': '哈姆雷特蹲在铁栅做成的笼底,长长的耳朵软软地搭在头两侧。', 'predict': '这个句子中没有明显的属于上述关系中的词语，因此无法回答此问题。'}
{'text': '流光溢彩的霓虹把树影连同游人的影子，投于暑气尚未消尽的月湖公园麻石地设或草坪上。', 'predict': "'游人的影子'属于'General-Special'关系，'月湖公园麻石地'属于'Located'关系。"}
{'text': '设想一下一个人夜里打黑瞎子发生了人身伤害，我们更无法向上级和他的家人交代', 'predict': "'我们'和'他的家人'属于'Social'（社会关系）的关系。"}
{'text': '企图强占具有海上地利优势的淇澳岛，作为他们向中国内地走私、贩卖鸦片的基地。', 'predict': "'海上'属于'Located'关系，'淇澳岛'属于'Part-Whole'关系。"}
{'text': '在住地窑洞旁安装了变压器;买回塑料管插入西岭半山坡的小水潭中', 'predict': "在句子中，'住地窑洞'和'变压器'属于'Near'关系，因为它们在同一地点附近。"}
{'text': '王琦瑶晚年生活应该说是满足的，女儿薇薇与丈夫双双赴美', 'predict': 'Family'}
{'text': '当我们的大巴转过一个弯', 'predict': 'Part-Whole（部分-整体）关系。因为“我们的大巴”是“我们”的一部分。'}
{'text': '一针一线缝补衣服上的破洞，那补丁象一张揉皱的网', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '直惊出我一身冷汗，几乎成了我终生的隐痛。', 'predict': '句子中的\'我\'和\'冷汗\'属于"General-Special"关系。'}
{'text': '鱼米之乡(岷江、沱江、青衣江均在犍为郡)、佳茗之乡、美酒之乡(今酒城、酒都、茅台等均属犍为郡)、丝绸之乡、旅游之乡(峨眉山、瓦屋山、彭祖山等山川均在犍为郡)', 'predict': "'岷江'属于关系名'Near'，而'酒都'属于关系名'Ownership'。"}
{'text': '后没几年，父亲便退休了。这时，我发现他读的书开始“百花齐放”', 'predict': "'父亲'和'我'属于'Family'（家庭）关系。"}
{'text': '这几年，他竞靠捕鱼、钩蚬子卖钱养育了两个上大学的儿子。', 'predict': '这几年和两个上大学的儿子属于"Family"（家庭）关系。'}
{'text': '我的奶妈牵着我的小手奔向嘉陵江边。码头上乌云密布', 'predict': "'嘉陵江边'属于Located关系，'码头上'属于Near关系。"}
{'text': '放眼展望，湿地上青草簇簇', 'predict': '根据句子，\'湿地上\'和\'青草\'属于"Located"（位置关系）的关系。'}
{'text': '“老太太去世了，老先生在殡仪馆为老太太梳头时，嘴里嘀咕着：你安心地去吧!', 'predict': "'老先生'和'殡仪馆'属于'Located'（位置关系）的关系。"}
{'text': '绿洲兀立江中，形如“桃花”', 'predict': '属于"Located"关系，即"绿洲"位于"江中"。'}
{'text': '就像孩子摸到母亲的奶头，兴奋地浑身振颤。', 'predict': "这个句子中的'母亲的奶头'和'母亲'属于'Family'关系。"}
{'text': '有客人来，缘何不知招待，请勿介意，先去烧点水。”女人之先声夺人', 'predict': "句子中的'客人'和'女人'属于'Unknown'关系，因为句子中并没有明确指出它们之间的关系。"}
{'text': '他把小木船伐到淮河里的一个转弯处的河中间', 'predict': 'Part-Whole'}
{'text': '我们伐着一条小木船，带着钩蚬的铁制蚬钩。', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '居住片里有绿树，有花草，有小河，有小桥，楼房前的水泥路宽阔平坦', 'predict': '居住片和小桥属于"Located"关系。'}
{'text': '甄黛玉的儿子、儿媳、女儿、女婿得知母亲住院，都蜂拥似的赶到医院探视。女儿哭诉着对高梓泰说：“我们兄妹几岁，父亲就去世了', 'predict': "关系名：Family\n\n'mother' and 'us siblings' belong to the family relationship in the sentence."}
{'text': '政府把造纸厂迁走了，加之绵阳创建文明城市、卫生城市', 'predict': "'造纸厂'和政府之间属于'Ownership'（所有权）关系，'绵阳'和'Create'（创建）关系。"}
{'text': '生产队长娇守云对我说：这几天东南沟蜂场有黑瞎子搬蜂箱', 'predict': "'生产队长'和'我'属于'社会关系'。"}
{'text': '后来，我们长大一点，姐姐就帮母亲烧火煮饭，我和哥哥就到田边井里取水', 'predict': "'我们'和'母亲'属于'Family'关系。"}
{'text': '见他一条腿还露在外面', 'predict': '这个句子中没有明显的关系词汇可以判断关系类型。句子中的“他”和“一条腿”之间的关系需要根据上下文来判断。但是，从这个句子本身来看，它似乎没有提供足够的信息来确定它们之间的关系类型。'}
{'text': '人和水泥、搬砖、搬瓦;现在人搞建筑，挖地基用开购机', 'predict': "句子中的'现在人'属于General-Special关系，'开购'属于Use关系。"}
{'text': '过去木工做木工活，锛、、斧、锯全用上', 'predict': '句子中的\'木工\'和\'锯\'属于"Part-Whole"（部分-整体）关系。因为"木工"是做"木工活"的一部分，而"锯"是做"木工活"时使用的工具之一。'}
{'text': '当一缕缕春风从遥远的天边吹向松软的黄土山坳时，小草渐渐地探出了细芽。', 'predict': 'Part-Whole (部分-整体)。因为小草是细芽的一部分，细芽是小草的一部分。'}
{'text': '各个不愿意穿衣，那是孩子都没有内衣，光着身子穿冰凉衣当然不愿意', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '然后在灶膛里横放一根木柴，待燃烧时再在横着的木柴上向里竖置两根短木柴', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '那时候，我们暑假就到农村外婆家。我们最喜欢吃豆腐。记得有一次，母亲去了璧山，临走时说回来吃午饭。舅舅说：“你们三姊妹和外婆在家磨豆腐吧!”', 'predict': "关系：Family\n\n'我们'指的是句子中的三姊妹，与母亲为家庭成员关系。"}
{'text': '有的象缥缈于蓝天下的一条银线。', 'predict': 'Part-Whole（部分-整体）'}
{'text': '好多企业家和他们的企业都是从无到有、从小到大一步一步发展起来的', 'predict': '关系名：Part-Whole（部分-整体）'}
{'text': '我和哥哥就当推磨手，我们紧紧握着齐胸高的丁字型的磨手柄，甩开臂膀，喘着粗气磨豆腐，磨得手麻臂酸', 'predict': "我们和哥哥就当推磨手中的'我们'和'手'属于Part-Whole关系。"}
{'text': '却顺利地考上了，母亲为之欢欣，脸上洋溢着笑容。', 'predict': "'母亲'属于'Family'关系，'脸'属于'Part-Whole'关系。"}
{'text': '猪够肥够大，腰身圆滚滚，猪毛油亮亮，耷拉着一对大耳朵，约有三百来斤。', 'predict': 'Part-Whole（部分-整体）关系。'}
{'text': '师傅做好后，我就迫不及待地穿在身上，双手插入下面的衣袋', 'predict': "'我'和'双手'属于Part-Whole（部分-整体）关系，因为它们是衣服的组成部分。"}
{'text': '周围树林茂密', 'predict': "根据句子中的描述，'周围'和'树林'属于关系名'Near'（附近）关系。"}
{'text': '装点松江南北的江城大地。', 'predict': 'Part-Whole（部分-整体）'}
{'text': '春夏交接时，我们几个小女孩经常跟大男孩一起，用畚箕捕捞鱼虾', 'predict': '关系：Social'}
{'text': '鱼米之乡(岷江、沱江、青衣江均在犍为郡)、佳茗之乡、美酒之乡(今酒城、酒都、茅台等均属犍为郡)、丝绸之乡、旅游之乡(峨眉山、瓦屋山、彭祖山等山川均在犍为郡)', 'predict': "'酒都'属于关系名'美酒之乡'，'瓦屋山'属于关系名'旅游之乡'。"}
{'text': '我也和上。心想：你牛儿<N>挂零了吧!当初我们同在一个生产队里挣工分', 'predict': "句子中的'我'和'生产队'属于'General-Special'关系。"}
{'text': '我常常与小伙伴们钻进苇丛挖甜甜的芦根', 'predict': '关系：Social'}
{'text': '杀猪匠指挥前来帮忙的人杀猪了。', 'predict': "句子中的'杀猪匠'和'前来帮忙的人'属于'General-Special'（泛指特指）关系。"}
{'text': '我又问牛儿吃的咋办。邻居说得更展劲了：嗨，国家有低保，他弟去领来买米煮熟了端给他吃。', 'predict': "'牛儿'和'米'属于Part-Whole关系。"}
{'text': '沁水县在抗日战争时期属于晋冀鲁豫边区，陈赓将军领导八路军第四纵队的英雄儿女在这里痛击日寇', 'predict': '沁水县和晋冀鲁豫边区属于"Located"（位置关系）的关系。'}
{'text': '在公孟这片山涧仙境，留下了无数神奇的幽谷、清溪、奇峰、怪石、飞瀑、流泉', 'predict': '公孟和幽谷属于"Located"（位置关系）的关系，因为公孟是指一个地名，而幽谷是指这个地方内的一种地形。'}
